handle,item_code,name,page,list_eur,remarks,status
berliner-90-660-012-410-61,90.660.012.410.61,Bouncers.02,284,6428.0,Incl. special coating,active
berliner-90-660-012-410-71,90.660.012.410.71,Bouncers.03,285,4801.0,Incl. special coating,active
berliner-90-660-012-410-81,90.660.012.410.81,Bouncers.04,285,6255.0,Incl. special coating,active
berliner-90-160-201-000-01,90.160.201.000.01,Cherry.100,286,1134.0,,active
berliner-90-160-202-000-01,90.160.202.000.01,Cherry.140,286,1216.0,,active
berliner-90-160-210-000-01,90.160.210.000.01,Orbit.01,287,1991.0,,active
berliner-90-160-210-000-02,90.160.210.000.02,Orbit.02,287,2722.0,,active
berliner-90-340-184,90.340.184,Dome.01,288,,Upon request,on_request
berliner-90-340-185,90.340.185,Dome.02,288,,Upon request,on_request
berliner-90-260-601,90.260.601,White Water.04,288,17864.0,,active
berliner-90-260-602,90.260.602,White Water.02,288,10587.0,,active
berliner-90-260-603,90.260.603,White Water.03,288,14218.0,,active
berliner-90-260-401,90.260.401,Spirelli.01,289,1270.0,,active
berliner-90-260-402,90.260.402,Spirelli.02,289,1801.0,,active
berliner-90-160-226-000-01,90.160.226.000.01,Champignon.60,289,466.0,,active
berliner-90-160-224-000-01,90.160.224.000.01,Champignon.40,289,444.0,,active
berliner-90-160-228-000-01,90.160.228.000.01,Champignon.80,289,488.0,,active
berliner-90-340-127,90.340.127,Satellights.01,291,25283.0,,active
berliner-90-340-128,90.340.128,Satellights.02,291,26440.0,,active
berliner-97-110-004,97.110.004,Speedway.004,292,11027.0,Without launch platform max. 30 m,active
berliner-97-110-013,97.110.013,Speedway.013,292,15526.0,With launch platform max. 30 m,active
berliner-95-200-120,95.200.120,Wasp’s Nest.120,293,10107.0,With balls,active
berliner-90-130-003,90.130.003,Net House.02,293,15321.0,,active
berliner-96-180-094,96.180.094,Sand Workshop,294,4294.0,,active
berliner-96-180-094-00020,96.180.094.00020,Sand Workshop,294,5032.0,CSA compliant version,active
berliner-90-220-060,90.220.060,UFO.M6,301,28436.0,Extra charge 5 % for coloured tubes,active
berliner-90-220-030,90.220.030,UFO.M3,302,16460.0,,active
berliner-90-220-090,90.220.090,UFO.M9,303,42557.0,,active
berliner-90-220-020,90.220.020,UFO.M2,304,11641.0,,active
berliner-90-220-010,90.220.010,UFO.M1,304,6104.0,,active
berliner-hammock-3,,Hammock,309,,Price depends on individual project,name_only_on_request
berliner-rubber-mats-3,,Rubber Mats,309,,Price depends on individual project,name_only_on_request
berliner-hdpe-panels-2,,HDPE Panels,309,,Price depends on individual project,name_only_on_request
berliner-climbing-plates-2,,Climbing Plates,309,,Price depends on individual project,name_only_on_request
berliner-climbing-rope-4,,Climbing Rope,309,,Price depends on individual project,name_only_on_request
berliner-rocking-plates-2,,Rocking Plates,309,,Price depends on individual project,name_only_on_request
berliner-chessboard-field,,Chessboard Field,309,,Price depends on individual project,name_only_on_request
berliner-nest-seat-2,,Nest Seat,309,,Price depends on individual project,name_only_on_request
berliner-rope-ladder-2,,Rope Ladder,309,,Price depends on individual project,name_only_on_request
berliner-net-funnel-2,,Net Funnel,309,,Price depends on individual project,name_only_on_request
berliner-90-100-043-4,90.100.043.4,Cloverwood,311,90470.0,,active
berliner-90-297-001,90.297.001,Twist.01,312,27073.0,,active
berliner-90-297-002,90.297.002,Twist.02,313,19020.0,,active
berliner-90-297-003,90.297.003,Twist.03,314,16915.0,,active
berliner-90-297-018,90.297.018,Twist.18,314,26296.0,,active
berliner-90-297-029,90.297.029,Twist.29,315,55425.0,,active
berliner-90-297-004,90.297.004,Twist.04,316,40380.0,,active
berliner-90-297-005,90.297.005,Twist.05,317,71481.0,,active
berliner-90-297-015,90.297.015,Twist.15,317,39084.0,,active
berliner-95-190-458,95.190.458,Shout.11,318,,Upon request,on_request
berliner-95-190-406,95.190.406,Shout.02,319,,Upon request,on_request
berliner-95-190-603,95.190.603,Shout.08,320,,Upon request,on_request
berliner-95-190-606,95.190.606,Shout.07,321,,Upon request,on_request
berliner-95-190-480,95.190.480,Shout.12,322,,Upon request,on_request
berliner-95-190-972,95.190.972,Shout.09,323,,Upon request,on_request
berliner-95-190-449,95.190.449,Shout.04,323,,Upon request,on_request
berliner-95-190-409,95.190.409,Shout.06,324,,Upon request,on_request
berliner-95-190-131,95.190.131,Geoarena.01,331,129978.0,,active
berliner-95-130-229,95.130.229,Geoball.029,332,63747.0,,active
berliner-95-130-216,95.130.216,Geoball.16,333,58325.0,,active
berliner-95-130-220,95.130.220,Geoball.20,333,54359.0,,active
berliner-95-130-204,95.130.204,Geoball.04,334,49787.0,,active
berliner-95-130-304,95.130.304,Geodom.04,335,357806.0,,active
berliner-fort,,Fort,336,,Price depends on individual project,name_only_on_request
berliner-loop-rope-7,,Loop Rope,336,314.0,,name_only_active
berliner-hammock-4,,Hammock,336,1335.0,,name_only_active
berliner-hdpe-panels-3,,HDPE Panels,336,806.0,,name_only_active
berliner-climbing-rope-5,,Climbing Rope,336,250.0,,name_only_active
berliner-net-sack-3,,Net Sack,336,1768.0,,name_only_active
berliner-rope-ladder-3,,Rope Ladder,336,307.0,,name_only_active
berliner-net-funnel-3,,Net Funnel,336,2675.0,,name_only_active
berliner-intermediate-floor-net,,Intermediate Floor Net,336,,Price depends on individual project,name_only_on_request
berliner-90-293-790,90.293.790,Fairview.05,344,123547.0,,active
berliner-90-180-757,90.180.757,Köln,345,,Upon request,on_request
berliner-90-180-519,90.180.519,Den Haag,346,127313.0,,active
berliner-95-190-474,95.190.474,Genk,347,,Upon request,on_request
berliner-90-293-368,90.293.368,Orlando,348,97210.0,Price with stainless steel slide,active
berliner-90-293-617,90.293.617,Livermore,349,193258.0,Price with stainless steel slides,active
berliner-90-180-708,90.180.708,Fair Oaks,350,42600.0,,active
berliner-90-136-124,90.136.124,Silver Lake,350,46781.0,Price with Fast Lane Slide,active
berliner-90-293-277,90.293.277,Luxemburg,351,148141.0,,active
berliner-90-180-525,90.180.525,Folsom,352,51672.0,Price with stainless steel slide,active
berliner-90-293-032,90.293.032,Celle,352,37780.0,,active
berliner-95-190-338,95.190.338,Bobbejaanland,353,43209.0,,active
berliner-90-293-480,90.293.480,Monheim,355,128435.0,,active
berliner-90-180-620,90.180.620,Sacramento.01,356,24445.0,,active
berliner-90-293-254,90.293.254,Offenbach,356,45628.0,,active
berliner-90-180-647,90.180.647,Dublin,357,90759.0,,active
berliner-90-180-764,90.180.764,Springfield.05,358,51544.0,,active
berliner-90-180-766,90.180.766,Fairview.06,359,116117.0,,active
berliner-90-180-767,90.180.767,Franklin.04,360,156124.0,,active
berliner-90-180-765,90.180.765,Riverside.05,361,62379.0,,active
berliner-90-180-329,90.180.329,Grandview,362,182913.0,,active
berliner-90-180-673,90.180.673,Sacramento.02,362,37213.0,,active
berliner-90-180-486,90.180.486,Landsberger Allee,363,184293.0,,active
berliner-90-141-273,90.141.273,Greensboro,364,387133.0,,active
berliner-90-180-313,90.180.313,South Jordan,366,54951.0,,active
berliner-90-180-291,90.180.291,Arlington,366,112184.0,Price with stainless steel slide,active
berliner-98-140-094,98.140.094,Mountain House,367,42248.0,Price with stainless steel slide,active
berliner-90-150-350-003,90.150.350.003,Warneburg,367,72445.0,,active
berliner-90-180-358,90.180.358,Vancouver.01,368,44786.0,,active
berliner-90-136-097,90.136.097,Boston,368,30681.0,,active
berliner-90-180-596,90.180.596,Regensburg,369,59027.0,,active
berliner-95-190-413,95.190.413,Bad Schwalbach,370,152233.0,,active
berliner-90-180-311,90.180.311,Walldorf,371,99641.0,,active
berliner-90-180-761,90.180.761,Berlin.11,372,151047.0,,active
berliner-replacement-net-for-merkur,,Replacement net for Merkur,,8098.0,,name_only_active
berliner-replacement-net-for-saturn,,Replacement net for Saturn,,9643.0,,name_only_active
berliner-95-191-107,95.191.107,WaggaWagga.01,,129032.0,,active
berliner-95-191-161,95.191.161,WaggaWagga.02,,65111.0,,active
berliner-95-191-162,95.191.162,WaggaWagga.03,,121993.0,,active
berliner-95-191-112,95.191.112,LaGrange,,258065.0,,active
berliner-90-260-307,90.260.307,Fireball2.2,,4844.0,,active
berliner-90-340-071,90.340.071,Palmetto Basket,,2039.0,,active
berliner-vll-002-001,VLL.002.001,Villago Beach L,,304305.0,,active
berliner-vlm-002-001,VLM.002.001,Villago Beach M.01,,155436.0,,active
berliner-vlm-002-002,VLM.002.002,Villago Beach M.02,,152746.0,,active
berliner-vlm-002-003,VLM.002.003,Villago Beach M.03,,141777.0,,active
berliner-vlm-006-002,VLM.006.002,Villago Candy M.02,,160342.0,,active
berliner-vlm-006-001,VLM.006.001,Villago Candy M,,158274.0,,active
berliner-vlm-005-002,VLM.005.002,Villago Classic M.02,,145871.0,,active
berliner-vlm-005-001,VLM.005.001,Villago Classic M,,139925.0,,active
berliner-vll-004-001,VLL.004.001,Villago Green L,,261644.0,,active
berliner-vlm-004-001,VLM.004.001,Villago Green M,,137538.0,,active
berliner-vll-003-002,VLL.003.002,Villago Home L.02,,276613.0,,active
berliner-vlm-003-001,VLM.003.001,Villago Home M,,144157.0,,active
berliner-vll-001-001,VLL.001.001,Villago LaGrange L,,258065.0,,active
berliner-vlm-001-001,VLM.001.001,Villago LaGrange M,,136295.0,,active
berliner-90-295-019,90.295.019,DNA Tower L.04.01,,94385.0,,active
berliner-90-180-716,90.180.716,Donauwörth,,51245.0,,active
berliner-90-180-608,90.180.608,Fairview.01,,24720.0,,active
berliner-90-293-145,90.293.145,Greenville Combi.145,,62355.0,,active
berliner-90-293-562,90.293.562,Greenville Combi.562,,123500.0,,active
berliner-90-293-859,90.293.859,Greenville Combi.859,,114404.0,,active
berliner-90-293-956,90.293.956,Greenville Combi.956,,58964.0,,active
berliner-90-340-170,90.340.170,Gunzenhausen,,13557.0,,active
berliner-90-141-455,90.141.455,Nürnberg,,152629.0,,active
berliner-90-180-783,90.180.783,Nürnberg.02,,224244.0,,active
berliner-90-180-544,90.180.544,Nürnberg.03,,135071.0,,active
berliner-90-136-222,90.136.222,Spaceball L.07,,31514.0,,active
berliner-95-173-417,95.173.417,Terrano.3417,,11695.0,,active
berliner-93-180-232,93.180.232,Terranova.232,,84240.0,,active
berliner-96-180-231,96.180.231,Terranova.231,,9934.0,,active
berliner-90-224-101-2,90.224.101.2,Woodville Combi.012,,42213.0,,active
berliner-98-101-010,98.101.010,Replacement net for Mini Mars,,2892.0,Incl. all fixings to structure,active
berliner-90-101-010,90.101.010,Replacement net for Mars,,3462.0,Incl. all fixings to structure,active
berliner-90-101-015,90.101.015,Replacement net for Maxi Mars,,3826.0,Incl. all fixings to structure,active
berliner-90-101-020,90.101.020,Replacement net for Venus,,5813.0,Incl. all fixings to structure,active
berliner-90-101-040,90.101.040,Replacement net for Jupiter,,10195.0,Incl. all fixings to structure,active
berliner-98-101-040,98.101.040,Replacement net for Mini Jupiter,,9375.0,Incl. all fixings to structure,active
berliner-90-101-110,90.101.110,Replacement net for Neptun,,11320.0,Incl. all fixings to structure,active
berliner-90-101-031,90.101.031,Replacement net for Spaceball S,,8295.0,Incl. all fixings to structure,active
berliner-90-101-041,90.101.041,Replacement net for Spaceball M,,10195.0,Incl. all fixings to structure,active
berliner-90-101-111,90.101.111,Replacement net for Spaceball L,,11363.0,Incl. all fixings to structure,active
berliner-90-101-601,90.101.601,Replacement net for Spaceball XL,,12094.0,Incl. all fixings to structure,active
berliner-90-101-075,90.101.075,Replacement net for Uranus,,11609.0,Incl. all fixings to structure,active
berliner-92-112-001,92.112.001,Replacement net for Cosmo,,8982.0,Incl. all fixings to structure,active
berliner-90-101-045,90.101.045,Replacement net for Pluto,,10195.0,Incl. all fixings to structure,active
berliner-90-101-115,90.101.115,Replacement net for Phoenix,,11320.0,Incl. all fixings to structure,active
berliner-90-101-145,90.101.145,Replacement net for Pegasus,,12094.0,Incl. all fixings to structure,active
