handle,item_code,name,page,status,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,freight_thb,duty_thb,vat_thb,remarks
berliner-rocking-plates-shack2,,Rocking Plates Shack2,114,name_only_active,280.0,238.0,0.0,flat_uplift,16616.65,12462.49,0.8,floored,27694.42,838.03,714.0,0.0,0.0,0.0,
berliner-ramp-shack1,,Ramp Shack1,114,name_only_active,3745.0,3183.25,0.0,flat_uplift,179032.87,166685.78,0.45,floored,298388.12,9029.15,7692.85,0.0,0.0,0.0,
berliner-ramp-shack2,,Ramp Shack2,114,name_only_active,5282.0,4489.7,0.0,flat_uplift,252510.45,235095.93,0.45,floored,420850.75,12734.84,10850.11,0.0,0.0,0.0,
berliner-panel-bridge,,Panel Bridge,114,name_only_active,1563.0,1328.55,0.0,flat_uplift,82450.24,69567.39,0.6,floored,137417.07,4158.21,3542.8,0.0,0.0,0.0,Length 3 m
berliner-suspension-bridge-2,,Suspension Bridge,114,name_only_active,3234.0,2748.9,0.0,flat_uplift,154604.09,143941.74,0.45,floored,257673.48,7797.14,6643.18,0.0,0.0,0.0,Length 3 m
berliner-suspension-net,,Suspension Net,114,name_only_active,713.0,606.05,0.0,flat_uplift,37611.66,31734.84,0.6,floored,62686.1,1896.87,1616.13,0.0,0.0,0.0,
berliner-transfer-station,,Transfer Station,114,name_only_active,6893.0,5859.05,0.0,flat_uplift,329525.66,306799.75,0.45,floored,549209.43,16618.94,14159.37,0.0,0.0,0.0,
berliner-sand-table,,Sand Table,114,name_only_active,658.0,559.3,0.0,flat_uplift,34710.34,29286.85,0.6,floored,57850.57,1750.54,1491.47,0.0,0.0,0.0,
berliner-sliding-pole-shack1,,Sliding Pole Shack1,114,name_only_active,596.0,506.6,0.0,flat_uplift,31439.76,26527.3,0.6,floored,52399.6,1585.6,1350.93,0.0,0.0,0.0,
berliner-sliding-pole-shack2,,Sliding Pole Shack2,114,name_only_active,671.0,570.35,0.0,flat_uplift,35396.1,29865.46,0.6,floored,58993.5,1785.13,1520.93,0.0,0.0,0.0,
berliner-straight-box-slide,,Straight Box Slide,114,name_only_active,5981.0,5083.85,0.0,flat_uplift,285926.73,266207.65,0.45,floored,476544.55,14420.12,12285.97,0.0,0.0,0.0,"Attachment height approx. 1,5 m"
berliner-curved-concave-slide,,Curved Concave Slide,114,name_only_active,11536.0,9805.6,0.0,flat_uplift,551488.17,513454.51,0.45,floored,919146.95,27813.16,23696.87,0.0,0.0,0.0,"Attachment height approx. 1,9 m"
berliner-window,,Window,134,name_only_active,862.0,732.7,0.0,flat_uplift,45471.6,38366.66,0.6,floored,75786.0,2293.27,1953.87,0.0,0.0,0.0,
berliner-sand-crane,,Sand Crane,134,name_only_active,608.0,516.8,0.0,flat_uplift,32072.77,27061.4,0.6,floored,53454.62,1617.52,1378.13,0.0,0.0,0.0,
berliner-slide,,Slide,134,name_only_active,2014.0,1711.9,0.0,flat_uplift,106241.06,89640.9,0.6,floored,177068.43,5358.05,4565.07,0.0,0.0,0.0,For Spoo M & Roo M
berliner-fast-lane-slide-2,,Fast Lane Slide,134,name_only_active,4589.0,3900.65,0.0,flat_uplift,219381.0,204251.28,0.45,floored,365635.0,11064.02,9426.57,0.0,0.0,0.0,For Spoo M & Roo M
berliner-small-sand-workshop,,Small Sand Workshop,134,name_only_active,1829.0,1554.65,0.0,flat_uplift,96482.08,81406.75,0.6,floored,160803.47,4865.87,4145.73,0.0,0.0,0.0,
berliner-small-ramp,,Small Ramp,134,name_only_active,1037.0,881.45,0.0,flat_uplift,54703.07,46155.71,0.6,floored,91171.78,2758.84,2350.53,0.0,0.0,0.0,
berliner-track-the-mouse,,Track the Mouse,134,name_only_active,556.0,472.6,0.0,flat_uplift,32995.92,24746.94,0.8,floored,54993.2,1664.08,1417.8,0.0,0.0,0.0,
berliner-counter,,Counter,134,name_only_active,800.0,680.0,0.0,flat_uplift,42201.02,35607.11,0.6,floored,70335.03,2128.32,1813.33,0.0,0.0,0.0,
berliner-tic-tac-toe,,Tic-Tac-Toe,134,name_only_active,763.0,648.55,0.0,flat_uplift,40249.22,33960.28,0.6,floored,67082.03,2029.89,1729.47,0.0,0.0,0.0,
berliner-90-139-005,90.139.005,Lunia XL,142,active,264761.0,225046.85,0.0,flat_uplift,11784217.1,11784217.1,0.35,floored,19640361.83,594312.43,506355.41,0.0,0.0,0.0,Price with wide-meshed railing net
berliner-90-137-005,90.137.005,Lunia L,143,active,207747.0,176584.95,0.0,flat_uplift,9246587.49,9246587.49,0.35,,15410979.15,466332.37,397316.14,0.0,0.0,0.0,Price with wide-meshed railing net
berliner-90-135-005,90.135.005,Lunia M,143,active,183307.0,155810.95,0.0,flat_uplift,8158790.32,8158790.32,0.35,floored,13597983.87,411471.59,350574.64,0.0,0.0,0.0,Price with wide-meshed railing net
berliner-lunia-xl-small-meshed-net-in-basket,,Lunia XL small-meshed net in basket,,name_only_active,12656.0,10757.6,0.0,flat_uplift,563304.46,563304.46,0.35,,938840.77,28409.09,24204.6,0.0,0.0,0.0,Extra charges
berliner-lunia-l-small-meshed-net-in-basket,,Lunia L small-meshed net in basket,,name_only_active,5696.0,4841.6,0.0,flat_uplift,272302.07,253522.61,0.45,floored,453836.78,13732.99,11700.53,0.0,0.0,0.0,Extra charges
berliner-lunia-m-small-meshed-net-in-basket,,Lunia M small-meshed net in basket,,name_only_active,3797.0,3227.45,0.0,flat_uplift,181518.78,169000.24,0.45,floored,302531.3,9154.52,7799.67,0.0,0.0,0.0,Extra charges
berliner-lunia-xl-basket-not-climbable,,Lunia XL basket not climbable,,name_only_active,3647.0,3099.95,0.0,flat_uplift,174347.9,162323.91,0.45,floored,290579.83,8792.87,7491.55,0.0,0.0,0.0,"Extra charges
Only viable with small-meshed net"
berliner-lunia-l-basket-not-climbable,,Lunia L basket not climbable,,name_only_active,2819.0,2396.15,0.0,flat_uplift,134764.66,125470.55,0.45,floored,224607.77,6796.57,5790.7,0.0,0.0,0.0,
berliner-lunia-m-basket-not-climbable,,Lunia M basket not climbable,,name_only_active,2320.0,1972.0,0.0,flat_uplift,122382.95,103260.61,0.6,floored,203971.58,6172.13,5258.67,0.0,0.0,0.0,
berliner-lunia-xl-individual-printed-membrane,,Lunia XL individual printed membrane,,name_only_active,7594.0,6454.9,0.0,flat_uplift,363037.55,338000.48,0.45,floored,605062.58,18309.04,15599.34,0.0,0.0,0.0,Extra charges
berliner-lunia-l-individual-printed-membrane,,Lunia L individual printed membrane,,name_only_active,6328.0,5378.8,0.0,flat_uplift,302515.36,281652.23,0.45,floored,504192.27,15256.73,12998.77,0.0,0.0,0.0,Extra charges
berliner-lunia-m-individual-printed-membrane,,Lunia M individual printed membrane,,name_only_active,5062.0,4302.7,0.0,flat_uplift,241993.16,225303.98,0.45,floored,403321.93,12204.42,10398.19,0.0,0.0,0.0,Extra charges
berliner-sliding-pole-dna-l,,Sliding Pole DNA L,145,name_only_active,671.0,570.35,0.0,flat_uplift,35396.1,29865.46,0.6,floored,58993.5,1785.13,1520.93,0.0,0.0,0.0,
berliner-sliding-pole-dna-xl,,Sliding Pole DNA XL,145,name_only_active,807.0,685.95,0.0,flat_uplift,42570.28,35918.67,0.6,floored,70950.47,2146.94,1829.2,0.0,0.0,0.0,
berliner-duck-jibe-dna-l,,Duck Jibe DNA L,145,name_only_active,6717.0,5709.45,0.0,flat_uplift,321111.83,298966.19,0.45,floored,535186.38,16194.61,13797.84,0.0,0.0,0.0,
berliner-duck-jibe-dna-xl,,Duck Jibe DNA XL,145,name_only_active,9291.0,7897.35,0.0,flat_uplift,444164.06,413532.06,0.45,floored,740273.43,22400.49,19085.26,0.0,0.0,0.0,
berliner-tube-slide-4th-level-dna-l,,Tube Slide 4th level DNA L,145,name_only_active,28041.0,23834.85,0.0,flat_uplift,1248073.67,1248073.67,0.35,,2080122.78,62943.99,53628.41,0.0,0.0,0.0,
berliner-tube-slide-4th-level-dna-xl,,Tube Slide 4th level DNA XL,145,name_only_active,32966.0,28021.1,0.0,flat_uplift,1467279.93,1467279.93,0.35,,2445466.55,73999.21,63047.48,0.0,0.0,0.0,
berliner-tube-slide-3rd-level-dna-l,,Tube Slide 3rd level DNA L,145,name_only_active,23119.0,19651.15,0.0,flat_uplift,1029000.93,1029000.93,0.35,,1715001.55,51895.52,44215.09,0.0,0.0,0.0,
berliner-tube-slide-3rd-level-dna-xl,,Tube Slide 3rd level DNA XL,145,name_only_active,28041.0,23834.85,0.0,flat_uplift,1248073.67,1248073.67,0.35,,2080122.78,62943.99,53628.41,0.0,0.0,0.0,
berliner-access-net-dna-l,,Access Net DNA L,145,name_only_active,2412.0,2050.2,0.0,flat_uplift,115307.69,107355.43,0.45,floored,192179.48,5815.3,4954.65,0.0,0.0,0.0,
berliner-access-net-dna-xl,,Access Net DNA XL,145,name_only_active,2898.0,2463.3,0.0,flat_uplift,138541.33,128986.75,0.45,floored,230902.22,6987.04,5952.98,0.0,0.0,0.0,
berliner-fast-lane-slide-dna-l,,Fast Lane Slide DNA L,145,name_only_active,5743.0,4881.55,0.0,flat_uplift,274548.94,255614.53,0.45,floored,457581.57,13846.3,11797.08,0.0,0.0,0.0,"Attachment height approx. 1,5 m"
berliner-fast-lane-slide-dna-xl,,Fast Lane Slide DNA XL,145,name_only_active,7084.0,6021.4,0.0,flat_uplift,338656.57,315300.95,0.45,floored,564427.62,17079.44,14551.72,0.0,0.0,0.0,Attachment height approx. 2 m
berliner-banister-dna-l,,Banister DNA L,145,name_only_active,2570.0,2184.5,0.0,flat_uplift,122861.01,114387.84,0.45,floored,204768.35,6196.24,5279.21,0.0,0.0,0.0,
berliner-banister-dna-xl,,Banister DNA XL,145,name_only_active,3353.0,2850.05,0.0,flat_uplift,160292.98,149238.29,0.45,floored,267154.97,8084.04,6887.62,0.0,0.0,0.0,
berliner-suspension-bridge-dna-l,,Suspension Bridge DNA L,145,name_only_active,3234.0,2748.9,0.0,flat_uplift,154604.09,143941.74,0.45,floored,257673.48,7797.14,6643.18,0.0,0.0,0.0,Length 3 m
berliner-suspension-bridge-dna-xl,,Suspension Bridge DNA XL,145,name_only_active,3882.0,3299.7,0.0,flat_uplift,185582.27,172783.49,0.45,floored,309303.78,9359.45,7974.27,0.0,0.0,0.0,Length 3 m
berliner-net-tunnel-dna-l,,Net Tunnel DNA L,145,name_only_active,14717.0,12509.45,0.0,flat_uplift,655037.27,655037.27,0.35,floored,1091728.78,33035.44,28146.26,0.0,0.0,0.0,Length 3 m
berliner-net-tunnel-dna-xl,,Net Tunnel DNA XL,145,name_only_active,19133.0,16263.05,0.0,flat_uplift,851588.51,851588.51,0.35,floored,1419314.18,42948.09,36591.86,0.0,0.0,0.0,Length 3 m
berliner-90-295-012,90.295.012,DNA Tower L.02,146,active,32966.0,28021.1,0.0,flat_uplift,1467279.93,1467279.93,0.35,,2445466.55,73999.21,63047.48,0.0,0.0,0.0,
berliner-90-293-463,90.293.463,DNA Tower L.03.02,146,active,64826.0,55102.1,0.0,flat_uplift,2885333.03,2885333.03,0.35,,4808888.38,145515.76,123979.73,0.0,0.0,0.0,
berliner-90-295-064,90.295.064,DNA Tower L.03.01,147,active,56281.0,47838.85,0.0,flat_uplift,2505004.6,2505004.6,0.35,,4175007.67,126334.69,107637.41,0.0,0.0,0.0,
berliner-90-295-013,90.295.013,DNA Tower L.03,,active,52368.0,44512.8,0.0,flat_uplift,2330841.33,2330841.33,0.35,,3884735.55,117551.13,100153.8,0.0,0.0,0.0,
berliner-90-295-014,90.295.014,DNA Tower L.04,147,active,66344.0,56392.4,0.0,flat_uplift,2952897.52,2952897.52,0.35,,4921495.87,148923.23,126882.9,0.0,0.0,0.0,
berliner-90-295-025,90.295.025,DNA Tower XL.03,148,active,77681.0,66028.85,0.0,flat_uplift,3457494.75,3457494.75,0.35,floored,5762491.25,174371.54,148564.91,0.0,0.0,0.0,
berliner-90-295-024,90.295.024,DNA Tower XL.02,148,active,55357.0,47053.45,0.0,flat_uplift,2463878.39,2463878.39,0.35,,4106463.98,124260.57,105870.26,0.0,0.0,0.0,
berliner-90-295-026,90.295.026,DNA Tower XL.04,149,active,95903.0,81517.55,0.0,flat_uplift,4268535.67,4268535.67,0.35,floored,7114226.12,215274.7,183414.49,0.0,0.0,0.0,
berliner-90-293-561,90.293.561,DNA Combi.04,150,active,157219.0,133636.15,0.0,flat_uplift,6997642.51,6997642.51,0.35,,11662737.52,352911.52,300681.34,0.0,0.0,0.0,
berliner-90-100-043-1,90.100.043.1,The Globe,154,active,29163.0,24788.55,0.0,flat_uplift,1298012.64,1298012.64,0.35,,2163354.4,65462.56,55774.24,0.0,0.0,0.0,
berliner-90-295-700-1,90.295.700.1,Wonderwalls.01,122,active,12529.0,10649.65,0.0,flat_uplift,557651.83,557651.83,0.35,,929419.72,28124.01,23961.71,0.0,0.0,0.0,
berliner-90-295-700-2,90.295.700.2,Wonderwalls.02,125,active,17151.0,14578.35,0.0,flat_uplift,763371.9,763371.9,0.35,,1272286.5,38499.07,32801.29,0.0,0.0,0.0,
berliner-90-295-700-3,90.295.700.3,Wonderwalls.03,126,active,15200.0,12920.0,0.0,flat_uplift,676535.06,676535.06,0.35,floored,1127558.43,34119.64,29070.0,0.0,0.0,0.0,
berliner-90-295-000-1,90.295.000.1,Spoo S.01 (Ragged-Style),129,active,13209.0,11227.65,0.0,flat_uplift,587917.87,587917.87,0.35,floored,979863.12,29650.41,25262.21,0.0,0.0,0.0,"Extra charge 5 % for Mixed-Style, extra charge 9 % for
­Greenville-Style"
berliner-90-295-100-1,90.295.100.1,Spoo M.01 (Ragged-Style),129,active,14962.0,12717.7,0.0,flat_uplift,665941.95,665941.95,0.35,,1109903.25,33585.39,28614.83,0.0,0.0,0.0,
berliner-90-295-100-3,90.295.100.3,Spoo M.03 (Ragged-Style),130,active,23986.0,20388.1,0.0,flat_uplift,1067590.13,1067590.13,0.35,floored,1779316.88,53841.68,45873.22,0.0,0.0,0.0,
berliner-90-295-100-6,90.295.100.6,Spoo M.06 (Ragged-Style),130,active,19383.0,16475.55,0.0,flat_uplift,862715.73,862715.73,0.35,floored,1437859.55,43509.27,37069.99,0.0,0.0,0.0,
berliner-90-295-100-8,90.295.100.8,Spoo M.08 (Ragged-Style),130,active,19894.0,16909.9,0.0,flat_uplift,885459.77,885459.77,0.35,floored,1475766.28,44656.32,38047.27,0.0,0.0,0.0,
berliner-90-295-600-3,90.295.600.3,Roo M.03 (Ragged-Style),131,active,17868.0,15187.8,0.0,flat_uplift,795284.77,795284.77,0.35,floored,1325474.62,40108.53,34172.55,0.0,0.0,0.0,
berliner-90-295-500-1,90.295.500.1,Roo S.01 (Ragged-Style),131,active,14250.0,12112.5,0.0,flat_uplift,634251.62,634251.62,0.35,floored,1057086.03,31987.16,27253.12,0.0,0.0,0.0,
berliner-90-295-600-2,90.295.600.2,Roo M.02 (Ragged-Style),132,active,17482.0,14859.7,0.0,flat_uplift,778104.34,778104.34,0.35,floored,1296840.57,39242.07,33434.33,0.0,0.0,0.0,
berliner-90-296-001,90.296.001,SpooRoo Combi.01 (Ragged-Style),132,active,39874.0,33892.9,0.0,flat_uplift,1774747.31,1774747.31,0.35,floored,2957912.18,89505.68,76259.02,0.0,0.0,0.0,
berliner-90-296-002,90.296.002,SpooRoo Combi.02 (Ragged-Style),133,active,19488.0,16564.8,0.0,flat_uplift,867389.17,867389.17,0.35,,1445648.62,43744.97,37270.8,0.0,0.0,0.0,
berliner-90-296-003,90.296.003,SpooRoo Combi.03 (Ragged-Style),133,active,29416.0,25003.6,0.0,flat_uplift,1309273.38,1309273.38,0.35,floored,2182122.3,66030.47,56258.1,0.0,0.0,0.0,
berliner-ladder-s,,Ladder S,134,name_only_active,500.0,425.0,0.0,flat_uplift,29672.59,22254.44,0.8,floored,49454.32,1496.48,1275.0,0.0,0.0,0.0,
berliner-ladder-m,,Ladder M,134,name_only_active,868.0,737.8,0.0,flat_uplift,45788.1,38633.71,0.6,floored,76313.5,2309.23,1967.47,0.0,0.0,0.0,
berliner-ramp-s,,Ramp S,134,name_only_active,1103.0,937.55,0.0,flat_uplift,58184.65,49093.3,0.6,floored,96974.42,2934.42,2500.13,0.0,0.0,0.0,
berliner-ramp-m,,Ramp M,134,name_only_active,2641.0,2244.85,0.0,flat_uplift,126255.22,117547.97,0.45,floored,210425.37,6367.42,5425.05,0.0,0.0,0.0,
berliner-stairway-s,,Stairway S,134,name_only_active,1591.0,1352.35,0.0,flat_uplift,83927.27,70813.64,0.6,floored,139878.78,4232.7,3606.27,0.0,0.0,0.0,
berliner-stairway-m,,Stairway M,134,name_only_active,2630.0,2235.5,0.0,flat_uplift,125729.36,117058.37,0.45,floored,209548.93,6340.9,5402.46,0.0,0.0,0.0,
berliner-access-net-with-handrail-s,,Access Net with Handrail S,134,name_only_active,1089.0,925.65,0.0,flat_uplift,57446.14,48470.18,0.6,floored,95743.57,2897.18,2468.4,0.0,0.0,0.0,
berliner-access-net-with-handrail-m,,Access Net with Handrail M,134,name_only_active,1970.0,1674.5,0.0,flat_uplift,103920.01,87682.5,0.6,floored,173200.02,5240.99,4465.33,0.0,0.0,0.0,
berliner-suspension-bridge-3,,Suspension Bridge,134,name_only_active,2640.0,2244.0,0.0,flat_uplift,126207.42,117503.46,0.45,floored,210345.7,6365.01,5423.0,0.0,0.0,0.0,Length 2 m
berliner-rubber-bridge-2,,Rubber Bridge,134,name_only_active,2200.0,1870.0,0.0,flat_uplift,116052.8,97919.55,0.6,floored,193421.33,5852.88,4986.67,0.0,0.0,0.0,
berliner-90-100-043-3,90.100.043.3,The Cube L,156,active,30889.0,26255.65,0.0,flat_uplift,1374834.97,1374834.97,0.35,floored,2291391.62,69336.94,59075.21,0.0,0.0,0.0,
berliner-90-100-043-2,90.100.043.2,The Cube M,157,active,26631.0,22636.35,0.0,flat_uplift,1185316.14,1185316.14,0.35,,1975526.9,59778.95,50931.79,0.0,0.0,0.0,
berliner-90-100-043-6,90.100.043.6,Cubiron L,158,active,37101.0,31535.85,0.0,flat_uplift,1651324.17,1651324.17,0.35,floored,2752206.95,83281.09,70955.66,0.0,0.0,0.0,
berliner-90-100-043-5,90.100.043.5,Cubiron M,159,active,31991.0,27192.35,0.0,flat_uplift,1423883.76,1423883.76,0.35,floored,2373139.6,71810.61,61182.79,0.0,0.0,0.0,
berliner-climbing-wall-hdpe-cosmo,,Climbing Wall (HDPE) Cosmo,160,name_only_active,2594.0,2204.9,0.0,flat_uplift,124008.35,115456.05,0.45,floored,206680.58,6254.1,5328.51,0.0,0.0,0.0,
berliner-climbing-wall-hdpe-cosmo-s,,Climbing Wall (HDPE) Cosmo S,160,name_only_active,2169.0,1843.65,0.0,flat_uplift,114417.51,96539.77,0.6,floored,190695.85,5770.41,4916.4,0.0,0.0,0.0,
berliner-climbing-ramp-hdpe-cosmo,,Climbing Ramp (HDPE) Cosmo,160,name_only_active,2842.0,2415.7,0.0,flat_uplift,135864.2,126494.25,0.45,floored,226440.33,6852.03,5837.94,0.0,0.0,0.0,
berliner-climbing-ramp-hdpe-cosmo-s,,Climbing Ramp (HDPE) Cosmo S,160,name_only_active,2395.0,2035.75,0.0,flat_uplift,114494.99,106598.78,0.45,floored,190824.98,5774.32,4919.73,0.0,0.0,0.0,
berliner-sliding-pole-cosmo,,Sliding Pole Cosmo,160,name_only_active,671.0,570.35,0.0,flat_uplift,35396.1,29865.46,0.6,floored,58993.5,1785.13,1520.93,0.0,0.0,0.0,
berliner-access-net-cosmo,,Access Net Cosmo,160,name_only_active,1528.0,1298.8,0.0,flat_uplift,80603.94,68009.58,0.6,floored,134339.9,4065.09,3463.47,0.0,0.0,0.0,
berliner-access-net-cosmo-s,,Access Net Cosmo S,160,name_only_active,1239.0,1053.15,0.0,flat_uplift,65358.83,55146.51,0.6,floored,108931.38,3296.24,2808.4,0.0,0.0,0.0,
berliner-rubber-mats-cosmo,,Rubber Mats Cosmo,160,name_only_active,1858.0,1579.3,0.0,flat_uplift,98011.86,82697.51,0.6,floored,163353.1,4943.02,4211.47,0.0,0.0,0.0,
berliner-rubber-mats-cosmo-s,,Rubber Mats Cosmo S,160,name_only_active,1858.0,1579.3,0.0,flat_uplift,98011.86,82697.51,0.6,floored,163353.1,4943.02,4211.47,0.0,0.0,0.0,
berliner-duck-jibe-cosmo,,Duck Jibe Cosmo,160,name_only_active,6717.0,5709.45,0.0,flat_uplift,321111.83,298966.19,0.45,floored,535186.38,16194.61,13797.84,0.0,0.0,0.0,
berliner-net-wall-cosmo,,Net Wall Cosmo,160,name_only_active,2229.0,1894.65,0.0,flat_uplift,117582.59,99210.31,0.6,floored,195970.98,5930.03,5052.4,0.0,0.0,0.0,
berliner-net-wall-cosmo-s,,Net Wall Cosmo S,160,name_only_active,1856.0,1577.6,0.0,flat_uplift,97906.36,82608.49,0.6,floored,163177.27,4937.7,4206.93,0.0,0.0,0.0,
berliner-net-ramp-cosmo,,Net Ramp Cosmo,160,name_only_active,1615.0,1372.75,0.0,flat_uplift,85193.3,71881.85,0.6,floored,141988.83,4296.55,3660.67,0.0,0.0,0.0,
berliner-net-ramp-cosmo-s,,Net Ramp Cosmo S,160,name_only_active,1374.0,1167.9,0.0,flat_uplift,72480.25,61155.21,0.6,floored,120800.42,3655.39,3114.4,0.0,0.0,0.0,
berliner-chalkboard-cosmo,,Chalkboard Cosmo,160,name_only_active,2594.0,2204.9,0.0,flat_uplift,124008.35,115456.05,0.45,floored,206680.58,6254.1,5328.51,0.0,0.0,0.0,
berliner-banister-cosmo,,Banister Cosmo,160,name_only_active,2570.0,2184.5,0.0,flat_uplift,122861.01,114387.84,0.45,floored,204768.35,6196.24,5279.21,0.0,0.0,0.0,
berliner-banister-cosmo-s,,Banister Cosmo S,160,name_only_active,1899.0,1614.15,0.0,flat_uplift,100174.67,84522.37,0.6,floored,166957.78,5052.1,4304.4,0.0,0.0,0.0,
berliner-90-112-200,90.112.200,Cosmo.20,161,active,39949.0,33956.65,0.0,flat_uplift,1778085.48,1778085.48,0.35,,2963475.8,89674.04,76402.46,0.0,0.0,0.0,Extra charge 5 % for coloured tubes
berliner-90-112-390,90.112.390,Cosmo.39,162,active,32654.0,27755.9,0.0,flat_uplift,1453393.16,1453393.16,0.35,,2422321.93,73298.86,62450.78,0.0,0.0,0.0,
berliner-90-110-120,90.110.120,Cosmo Base (without Rubber Mats),162,active,21170.0,17994.5,0.0,flat_uplift,942253.11,942253.11,0.35,floored,1570421.85,47520.57,40487.62,0.0,0.0,0.0,
berliner-90-112-99-105,90.112.99.105,Cosmo.105,163,active,27797.0,23627.45,0.0,flat_uplift,1237213.5,1237213.5,0.35,,2062022.5,62396.28,53161.76,0.0,0.0,0.0,
berliner-90-112-99-111,90.112.99.111,Cosmo.111,164,active,23765.0,20200.25,0.0,flat_uplift,1057753.67,1057753.67,0.35,,1762922.78,53345.6,45450.56,0.0,0.0,0.0,
berliner-90-111-040,90.111.040,Cosmo S.04,164,active,24529.0,20849.65,0.0,flat_uplift,1091758.46,1091758.46,0.35,,1819597.43,55060.56,46911.71,0.0,0.0,0.0,
berliner-90-111-050,90.111.050,Cosmo S.05,165,active,22673.0,19272.05,0.0,flat_uplift,1009149.97,1009149.97,0.35,,1681916.62,50894.38,43362.11,0.0,0.0,0.0,
berliner-90-111-000,90.111.000,Cosmo S Base,165,active,18110.0,15393.5,0.0,flat_uplift,806055.92,806055.92,0.35,floored,1343426.53,40651.75,34635.37,0.0,0.0,0.0,
berliner-satellights-2,,Satellights,166,name_only_active,25367.0,21561.95,0.0,flat_uplift,1129056.9,1129056.9,0.35,floored,1881761.5,56941.63,48514.39,0.0,0.0,0.0,
berliner-duck-jibe,,Duck Jibe,166,name_only_active,9292.0,7898.2,0.0,flat_uplift,444211.87,413576.57,0.45,floored,740353.12,22402.9,19087.32,0.0,0.0,0.0,
berliner-dangle-arc,,Dangle Arc,166,name_only_active,3276.0,2784.6,0.0,flat_uplift,156611.93,145811.11,0.45,floored,261019.88,7898.4,6729.45,0.0,0.0,0.0,
berliner-net-tunnel-2,,Net Tunnel,166,name_only_active,13632.0,11587.2,0.0,flat_uplift,606745.13,606745.13,0.35,floored,1011241.88,30599.93,26071.2,0.0,0.0,0.0,
berliner-net-arc,,Net Arc,166,name_only_active,8680.0,7378.0,0.0,flat_uplift,414954.69,386337.13,0.45,floored,691591.15,20927.38,17830.17,0.0,0.0,0.0,
berliner-net-arc-with-climbing-ropes,,Net Arc with Climbing Ropes,166,name_only_active,10754.0,9140.9,0.0,flat_uplift,514104.01,478648.56,0.45,floored,856840.02,25927.76,22090.51,0.0,0.0,0.0,
berliner-chessboard-arc,,Chessboard Arc,166,name_only_active,11478.0,9756.3,0.0,flat_uplift,548715.43,510872.99,0.45,floored,914525.72,27673.32,23577.72,0.0,0.0,0.0,
berliner-wobble-way,,Wobble Way,166,name_only_active,11475.0,9753.75,0.0,flat_uplift,548572.02,510739.46,0.45,floored,914286.7,27666.09,23571.56,0.0,0.0,0.0,
berliner-rubber-mats,,Rubber Mats,166,name_only_active,185.0,157.25,0.0,flat_uplift,10978.86,8234.14,0.8,floored,18298.1,553.7,471.75,0.0,0.0,0.0,each
berliner-banister,,Banister,166,name_only_active,3353.0,2850.05,0.0,flat_uplift,160292.98,149238.29,0.45,floored,267154.97,8084.04,6887.62,0.0,0.0,0.0,
berliner-71-133-000,71.133.000,Quadrifol Base,167,active,13198.0,11218.3,0.0,flat_uplift,587428.27,587428.27,0.35,floored,979047.12,29625.72,25241.17,0.0,0.0,0.0,
berliner-71-133-004,71.133.004,Quadrifol.04,168,active,25843.0,21966.55,0.0,flat_uplift,1150243.13,1150243.13,0.35,floored,1917071.88,58010.12,49424.74,0.0,0.0,0.0,
berliner-71-133-006,71.133.006,Quadrifol.06,168,active,28024.0,23820.4,0.0,flat_uplift,1247317.01,1247317.01,0.35,floored,2078861.68,62905.83,53595.9,0.0,0.0,0.0,
berliner-71-133-001,71.133.001,Quadrifol.01,169,active,54634.0,46438.9,0.0,flat_uplift,2431698.46,2431698.46,0.35,floored,4052830.77,122637.64,104487.52,0.0,0.0,0.0,
berliner-71-133-002,71.133.002,Quadrifol.02,170,active,53507.0,45480.95,0.0,flat_uplift,2381536.95,2381536.95,0.35,,3969228.25,120107.85,102332.14,0.0,0.0,0.0,
berliner-71-133-003,71.133.003,Quadrifol.03,171,active,61510.0,52283.5,0.0,flat_uplift,2737741.56,2737741.56,0.35,floored,4562902.6,138072.29,117637.87,0.0,0.0,0.0,
berliner-90-100-045,90.100.045,Pluto,173,active,27589.0,23450.65,0.0,flat_uplift,1227955.65,1227955.65,0.35,,2046592.75,61929.38,52763.96,0.0,0.0,0.0,
berliner-90-100-115,90.100.115,Phoenix,173,active,32071.0,27260.35,0.0,flat_uplift,1427444.47,1427444.47,0.35,floored,2379074.12,71990.19,61335.79,0.0,0.0,0.0,
berliner-90-100-145,90.100.145,Pegasus,173,active,52123.0,44304.55,0.0,flat_uplift,2319936.65,2319936.65,0.35,floored,3866561.08,117001.17,99685.24,0.0,0.0,0.0,
berliner-90-140-224,90.140.224,Neptun XXL,174,active,121640.0,103394.0,0.0,flat_uplift,5414060.86,5414060.86,0.35,floored,9023434.77,273046.88,232636.5,0.0,0.0,0.0,
berliner-90-100-110,90.100.110,Neptun,175,active,17308.0,14711.8,0.0,flat_uplift,770359.79,770359.79,0.35,floored,1283932.98,38851.49,33101.55,0.0,0.0,0.0,
berliner-90-141-020,90.141.020,Neptun.17,175,active,82208.0,69876.8,0.0,flat_uplift,3658986.48,3658986.48,0.35,,6098310.8,184533.36,157222.8,0.0,0.0,0.0,Price with stainless steel slide
